3.138913422568984757e+00 0.000000000000000000e+00
3.140619309834293826e+00 0.000000000000000000e+00
3.144031084364911965e+00 0.000000000000000000e+00
3.147442858895530104e+00 0.000000000000000000e+00
3.150854633426147799e+00 0.000000000000000000e+00
3.154266407956765939e+00 0.000000000000000000e+00
3.157678182487384078e+00 0.000000000000000000e+00
3.161089957018002217e+00 0.000000000000000000e+00
3.164501731548620356e+00 1.101088783257350573e-01
3.167913506079238495e+00 1.709113852272870770e-01
3.171325280609856634e+00 1.715627243478178854e-01
3.174737055140474329e+00 1.726048669406672065e-01
3.178148829671092468e+00 1.726048669406672065e-01
3.181560604201710607e+00 1.733864738853041765e-01
3.184972378732328746e+00 1.736470095335164998e-01
3.188384153262946885e+00 1.746891521263658209e-01
3.191795927793564580e+00 1.759918303674274653e-01
3.195207702324182719e+00 1.763826338397459503e-01
3.198619476854800858e+00 1.765129016638521120e-01
3.202031251385418997e+00 1.783366512013384031e-01
3.205443025916037136e+00 1.774247764325952714e-01
3.208854800446655275e+00 1.800301329147185325e-01
3.212266574977273415e+00 1.797695972665062092e-01
3.215678349507891109e+00 1.791182581459754009e-01
3.219090124038509249e+00 1.822446859245233364e-01
3.222501898569127388e+00 1.819841502763109853e-01
3.225913673099745527e+00 1.834170963414787914e-01
3.229325447630363666e+00 1.825052215727356597e-01
3.232737222160981805e+00 1.834170963414787914e-01
3.236148996691599500e+00 1.857619171753897569e-01
3.239560771222217639e+00 1.852408458789650825e-01
3.242972545752835778e+00 1.852408458789650825e-01
3.246384320283453917e+00 1.888883449539376924e-01
3.249796094814072056e+00 1.870645954164514013e-01
3.253207869344690195e+00 1.877159345369822097e-01
3.256619643875308334e+00 1.900607553708931474e-01
3.260031418405926029e+00 1.898002197226808241e-01
3.263443192936544168e+00 1.905818266673178218e-01
3.266854967467162307e+00 1.903212910191054985e-01
3.270266741997780446e+00 1.921450405565917896e-01
3.273678516528398585e+00 1.927963796771225979e-01
3.277090291059016280e+00 1.954017361592458868e-01
3.280502065589634419e+00 1.950109326869274018e-01
3.283913840120252559e+00 1.946201292146088890e-01
3.287325614650870698e+00 1.951412005110335635e-01
3.290737389181488837e+00 1.961833431038828568e-01
3.294149163712106976e+00 1.986584317618999840e-01
3.297560938242725115e+00 2.000913778270677901e-01
3.300972712773342810e+00 1.994400387065369540e-01
3.304384487303960949e+00 1.993097708824307923e-01
3.307796261834579088e+00 1.986584317618999840e-01
3.311208036365197227e+00 2.020453951886602428e-01
3.314619810895815366e+00 2.039994125502526956e-01
3.318031585426433505e+00 2.015243238922355962e-01
3.321443359957051200e+00 2.051718229672081784e-01
3.324855134487669339e+00 2.042599481984650189e-01
3.328266909018287478e+00 2.049112873189958550e-01
3.331678683548905617e+00 2.069955725046944695e-01
3.335090458079523756e+00 2.068653046805883078e-01
3.338502232610141895e+00 2.072561081529067928e-01
3.341914007140760035e+00 2.081679829216499522e-01
3.345325781671377730e+00 2.111641428760917261e-01
3.348737556201995869e+00 2.086890542180745989e-01
3.352149330732614008e+00 2.133786958858965022e-01
3.355561105263232147e+00 2.101220002832424050e-01
3.358972879793850286e+00 2.136392315341088255e-01
3.362384654324467981e+00 2.114246785243040494e-01
3.365796428855086120e+00 2.154629810715951166e-01
3.369208203385704259e+00 2.163748558403382760e-01
3.372619977916322398e+00 2.145511063028519849e-01
3.376031752446940537e+00 2.188499444983553754e-01
3.379443526977558676e+00 2.176775340813999204e-01
3.382855301508176815e+00 2.189802123224615371e-01
3.386267076038794510e+00 2.204131583876293432e-01
3.389678850569412649e+00 2.210644975081601793e-01
3.393090625100030788e+00 2.187196766742492138e-01
3.396502399630648927e+00 2.238001218143896021e-01
3.399914174161267066e+00 2.213250331563725026e-01
3.403325948691885205e+00 2.239303896384957915e-01
3.406737723222502900e+00 2.253633357036635698e-01
3.410149497753121040e+00 2.273173530652560503e-01
3.413561272283739179e+00 2.265357461206190526e-01
3.416973046814357318e+00 2.262752104724067292e-01
3.420384821344975457e+00 2.280989600098930203e-01
3.423796595875593596e+00 2.294016382509546648e-01
3.427208370406211291e+00 2.309648521402286325e-01
3.430620144936829430e+00 2.291411026027423414e-01
3.434031919467447569e+00 2.325280660295026003e-01
3.437443693998065708e+00 2.323977982053964386e-01
3.440855468528683847e+00 2.366966364008998569e-01
3.444267243059301986e+00 2.323977982053964386e-01
3.447679017589919681e+00 2.369571720491121802e-01
3.451090792120537820e+00 2.356544938080505358e-01
3.454502566651155959e+00 2.361755651044751825e-01
3.457914341181774098e+00 2.422981528374648919e-01
3.461326115712392237e+00 2.365663685767936675e-01
3.464737890243010376e+00 2.413862780687217324e-01
3.468149664773628515e+00 2.406046711240847624e-01
3.471561439304246210e+00 2.426889563097833769e-01
3.474973213834864350e+00 2.409954745964032474e-01
3.478384988365482489e+00 2.472483301534991185e-01
3.481796762896100628e+00 2.439916345508450213e-01
3.485208537426718767e+00 2.463364553847559868e-01
3.488620311957336906e+00 2.469877945052867951e-01
3.492032086487954601e+00 2.484207405704546012e-01
3.495443861018572740e+00 2.478996692740299546e-01
3.498855635549190879e+00 2.505050257561532434e-01
3.502267410079809018e+00 2.512866327007902134e-01
3.505679184610427157e+00 2.518077039972148601e-01
3.509090959141045296e+00 2.538919891829135023e-01
3.512502733671662991e+00 2.537617213588073128e-01
3.515914508202281130e+00 2.562368100168244123e-01
3.519326282732899269e+00 2.557157387203997656e-01
3.522738057263517408e+00 2.545433283034442828e-01
3.526149831794135547e+00 2.593632377953723478e-01
3.529561606324753686e+00 2.605356482123278306e-01
3.532973380855371381e+00 2.592329699712662139e-01
3.536385155385989520e+00 2.622291299257079600e-01
3.539796929916607660e+00 2.630107368703449300e-01
3.543208704447225799e+00 2.620988621016018261e-01
3.546620478977843938e+00 2.624896655739202833e-01
3.550032253508462077e+00 2.674398428899545377e-01
3.553444028039080216e+00 2.670490394176360249e-01
3.556855802569697911e+00 2.678306463622729949e-01
3.560267577100316050e+00 2.670490394176360249e-01
3.563679351630934189e+00 2.713478776131394432e-01
3.567091126161552328e+00 2.718689489095640899e-01
3.570502900692170467e+00 2.719992167336702793e-01
3.573914675222788606e+00 2.723900202059887365e-01
3.577326449753406301e+00 2.719992167336702793e-01
3.580738224284024440e+00 2.768191262255983442e-01
3.584149998814642579e+00 2.787731435871907970e-01
3.587561773345260718e+00 2.774704653461291248e-01
3.590973547875878857e+00 2.783823401148722843e-01
3.594385322406496996e+00 2.798152861800400903e-01
3.597797096937114691e+00 2.789034114112969309e-01
3.601208871467732830e+00 2.825509104862695686e-01
3.604620645998350970e+00 2.856773382648175041e-01
3.608032420528969109e+00 2.846351956719681553e-01
3.611444195059587248e+00 2.871102843299852547e-01
3.614855969590205387e+00 2.856773382648175041e-01
3.618267744120823082e+00 2.871102843299852547e-01
3.621679518651441221e+00 2.903669799326393797e-01
3.625091293182059360e+00 2.890643016915777630e-01
3.628503067712677499e+00 2.924512651183380219e-01
3.631914842243295638e+00 2.917999259978071858e-01
3.635326616773913777e+00 2.971409067861598974e-01
3.638738391304531916e+00 2.940144790076119619e-01
3.642150165835149611e+00 2.976619780825845440e-01
3.645561940365767750e+00 2.987041206754338929e-01
3.648973714896385889e+00 3.003976023888140223e-01
3.652385489427004028e+00 2.992251919718585396e-01
3.655797263957622167e+00 3.011792093334509923e-01
3.659209038488240306e+00 3.045661727602112512e-01
3.662620813018858001e+00 3.050872440566358978e-01
3.666032587549476141e+00 3.052175118807420873e-01
3.669444362080094280e+00 3.048267084084235745e-01
3.672856136610712419e+00 3.116006352619440922e-01
3.676267911141330558e+00 3.082136718351838334e-01
3.679679685671948697e+00 3.104282248449886095e-01
3.683091460202566392e+00 3.123822422065810622e-01
